report_number,date_reported,date_of_occurrence,time_of_occurrence,city,crime_code,crime_description,victim_age,victim_gender,weapon_used,crime_domain,police_deployed,case_closed,date_case_closed
16476,20-11-2021 08:00,11-17-2021 11:00,18-11-2021 08:14,Visakhapatnam,173,DRUG OFFENSE,42,X,Firearm,Other Crime,2,Yes,11-01-2022 08:00
16480,18-11-2021 08:00,11-17-2021 15:00,18-11-2021 04:04,Bangalore,474,PUBLIC INTOXICATION,10,X,Explosives,Other Crime,8,Yes,07-12-2021 08:00
16483,18-11-2021 19:00,11-17-2021 18:00,18-11-2021 16:19,Bangalore,376,BURGLARY,54,M,Blunt Object,Other Crime,1,Yes,20-03-2022 19:00
16489,19-11-2021 21:00,11-18-2021 00:00,18-11-2021 15:35,Ludhiana,339,ILLEGAL POSSESSION,53,F,Knife,Other Crime,15,Yes,10-01-2022 21:00
16492,19-11-2021 01:00,11-18-2021 03:00,18-11-2021 20:54,Ahmedabad,267,VANDALISM,57,M,Knife,Other Crime,16,Yes,26-12-2021 01:00
16494,20-11-2021 15:00,11-18-2021 05:00,18-11-2021 16:51,Bangalore,461,ASSAULT,31,F,Knife,Violent Crime,8,Yes,23-01-2022 15:00
16499,18-11-2021 12:00,11-18-2021 10:00,19-11-2021 00:07,Nagpur,523,ARSON,21,M,Other,Fire Accident,3,Yes,04-01-2022 12:00
16501,19-11-2021 00:00,11-18-2021 12:00,19-11-2021 07:05,Nagpur,192,VEHICLE - STOLEN,11,X,Poison,Violent Crime,6,Yes,02-02-2022 00:00
16506,21-11-2021 16:00,11-18-2021 17:00,19-11-2021 07:06,Chennai,432,SHOPLIFTING,32,X,Poison,Other Crime,11,Yes,25-12-2021 16:00
16513,20-11-2021 02:00,11-19-2021 00:00,19-11-2021 10:09,Bangalore,232,VEHICLE - STOLEN,78,X,Explosives,Violent Crime,15,Yes,11-12-2021 02:00
16514,21-11-2021 23:00,11-19-2021 01:00,19-11-2021 07:45,Hyderabad,253,IDENTITY THEFT,62,M,Poison,Violent Crime,13,Yes,01-12-2021 23:00
16516,19-11-2021 20:00,11-19-2021 03:00,19-11-2021 17:52,Nagpur,280,CYBERCRIME,40,X,Blunt Object,Other Crime,12,Yes,26-11-2021 20:00
16517,21-11-2021 07:00,11-19-2021 04:00,20-11-2021 00:41,Visakhapatnam,385,HOMICIDE,14,X,Other,Other Crime,13,Yes,10-07-2022 07:00
16518,20-11-2021 02:00,11-19-2021 05:00,19-11-2021 20:45,Bangalore,399,ILLEGAL POSSESSION,71,M,Explosives,Other Crime,6,Yes,28-01-2022 02:00
16519,21-11-2021 17:00,11-19-2021 06:00,19-11-2021 22:58,Mumbai,587,DRUG OFFENSE,68,F,Other,Other Crime,15,Yes,01-12-2021 17:00
16521,21-11-2021 14:00,11-19-2021 08:00,19-11-2021 17:43,Kolkata,444,DOMESTIC VIOLENCE,32,F,Other,Violent Crime,3,Yes,07-01-2022 14:00
16523,21-11-2021 09:00,11-19-2021 10:00,20-11-2021 05:07,Delhi,137,DRUG OFFENSE,40,X,Explosives,Other Crime,13,Yes,26-12-2021 09:00
16524,19-11-2021 19:00,11-19-2021 11:00,20-11-2021 05:13,Chennai,508,ROBBERY,53,F,Knife,Violent Crime,6,Yes,05-05-2022 19:00
16526,22-11-2021 00:00,11-19-2021 13:00,20-11-2021 09:25,Delhi,356,COUNTERFEITING,79,M,Explosives,Other Crime,14,Yes,07-12-2021 00:00
16528,20-11-2021 03:00,11-19-2021 15:00,20-11-2021 06:47,Delhi,524,CYBERCRIME,45,M,Other,Other Crime,11,Yes,13-12-2021 03:00
16530,22-11-2021 09:00,11-19-2021 17:00,20-11-2021 08:48,Delhi,580,FRAUD,15,M,Knife,Other Crime,11,Yes,03-01-2022 09:00
16532,21-11-2021 23:00,11-19-2021 19:00,19-11-2021 22:13,Delhi,243,IDENTITY THEFT,48,X,Blunt Object,Violent Crime,7,Yes,26-12-2021 23:00
16533,20-11-2021 00:00,11-19-2021 20:00,19-11-2021 22:53,Hyderabad,319,FRAUD,35,F,Firearm,Other Crime,4,Yes,14-12-2021 00:00
16534,21-11-2021 09:00,11-19-2021 21:00,20-11-2021 20:18,Ludhiana,218,ROBBERY,23,F,Firearm,Violent Crime,8,Yes,06-02-2022 09:00
16538,21-11-2021 18:00,11-20-2021 01:00,20-11-2021 18:40,Pune,480,ARSON,25,X,Other,Fire Accident,15,Yes,25-12-2021 18:00
16540,22-11-2021 01:00,11-20-2021 03:00,20-11-2021 22:34,Pune,436,VEHICLE - STOLEN,16,M,Firearm,Violent Crime,9,Yes,26-01-2022 01:00
16541,20-11-2021 22:00,11-20-2021 04:00,20-11-2021 14:51,Visakhapatnam,442,PUBLIC INTOXICATION,19,F,Other,Other Crime,12,Yes,25-11-2021 22:00
16542,21-11-2021 04:00,11-20-2021 05:00,21-11-2021 01:42,Pune,506,PUBLIC INTOXICATION,64,M,Other,Other Crime,10,Yes,22-11-2021 04:00
16549,22-11-2021 12:00,11-20-2021 12:00,21-11-2021 07:46,Mumbai,311,DRUG OFFENSE,57,M,Explosives,Other Crime,3,Yes,29-12-2021 12:00
16552,23-11-2021 02:00,11-20-2021 15:00,21-11-2021 05:48,Chennai,540,EXTORTION,62,X,Other,Other Crime,5,Yes,30-11-2021 02:00
16555,22-11-2021 15:00,11-20-2021 18:00,21-11-2021 13:22,Hyderabad,340,ILLEGAL POSSESSION,76,F,Poison,Other Crime,9,Yes,16-02-2022 15:00
16557,23-11-2021 17:00,11-20-2021 20:00,21-11-2021 07:30,Pune,386,ROBBERY,19,X,Firearm,Violent Crime,18,Yes,18-03-2022 17:00
16558,22-11-2021 06:00,11-20-2021 21:00,21-11-2021 15:08,Nagpur,210,FRAUD,35,X,Knife,Other Crime,18,Yes,05-02-2022 06:00
16560,21-11-2021 15:00,11-20-2021 23:00,21-11-2021 02:32,Ahmedabad,367,ARSON,16,M,Explosives,Fire Accident,18,Yes,16-12-2021 15:00
16561,22-11-2021 17:00,11-21-2021 00:00,21-11-2021 14:10,Delhi,457,VANDALISM,75,M,Other,Other Crime,13,Yes,19-01-2022 17:00
16563,21-11-2021 04:00,11-21-2021 02:00,21-11-2021 03:12,Chennai,323,HOMICIDE,40,M,Explosives,Other Crime,6,Yes,10-04-2023 04:00
16567,22-11-2021 00:00,11-21-2021 06:00,22-11-2021 00:43,Delhi,454,KIDNAPPING,70,M,Blunt Object,Other Crime,13,Yes,01-01-2022 00:00
16569,23-11-2021 10:00,11-21-2021 08:00,21-11-2021 19:32,Pune,516,VEHICLE - STOLEN,23,M,Explosives,Violent Crime,6,Yes,27-12-2021 10:00
16570,21-11-2021 20:00,11-21-2021 09:00,21-11-2021 19:46,Ahmedabad,498,SEXUAL ASSAULT,12,F,Blunt Object,Violent Crime,10,Yes,22-07-2022 20:00
16575,21-11-2021 16:00,11-21-2021 14:00,22-11-2021 11:00,Lucknow,208,SHOPLIFTING,17,M,Knife,Other Crime,17,Yes,15-12-2021 16:00
16577,23-11-2021 02:00,11-21-2021 16:00,21-11-2021 16:30,Nagpur,559,ILLEGAL POSSESSION,49,F,Firearm,Other Crime,13,Yes,01-02-2022 02:00
16578,23-11-2021 23:00,11-21-2021 17:00,22-11-2021 16:43,Delhi,189,COUNTERFEITING,47,X,Other,Other Crime,9,Yes,16-01-2022 23:00
16579,24-11-2021 06:00,11-21-2021 18:00,22-11-2021 12:04,Hyderabad,467,PUBLIC INTOXICATION,61,X,Knife,Other Crime,17,Yes,02-12-2021 06:00
16582,22-11-2021 00:00,11-21-2021 21:00,22-11-2021 14:12,Lucknow,257,EXTORTION,73,X,Blunt Object,Other Crime,19,Yes,22-01-2022 00:00
16583,24-11-2021 15:00,11-21-2021 22:00,22-11-2021 19:58,Bangalore,147,VANDALISM,79,X,Blunt Object,Other Crime,4,Yes,01-01-2022 15:00
16584,24-11-2021 05:00,11-21-2021 23:00,22-11-2021 02:08,Kolkata,473,ILLEGAL POSSESSION,32,F,Poison,Other Crime,16,Yes,19-02-2022 05:00
16588,23-11-2021 21:00,11-22-2021 03:00,22-11-2021 10:47,Bhopal,550,ARSON,10,M,Explosives,Fire Accident,16,Yes,12-12-2021 21:00
16590,23-11-2021 17:00,11-22-2021 05:00,22-11-2021 09:56,Mumbai,230,IDENTITY THEFT,63,F,Firearm,Violent Crime,6,Yes,09-01-2022 17:00
16593,25-11-2021 07:00,11-22-2021 08:00,22-11-2021 21:24,Pune,325,FIREARM OFFENSE,23,F,Knife,Fire Accident,15,Yes,19-02-2022 07:00
16595,22-11-2021 21:00,11-22-2021 10:00,23-11-2021 09:00,Surat,200,CYBERCRIME,59,X,Other,Other Crime,11,Yes,14-12-2021 21:00
16597,23-11-2021 07:00,11-22-2021 12:00,23-11-2021 07:02,Nagpur,357,ROBBERY,25,X,Explosives,Violent Crime,13,Yes,29-12-2021 07:00
16599,24-11-2021 03:00,11-22-2021 14:00,22-11-2021 14:25,Pune,227,CYBERCRIME,64,X,Other,Other Crime,13,Yes,15-01-2022 03:00
16601,25-11-2021 05:00,11-22-2021 16:00,23-11-2021 06:02,Ahmedabad,132,VANDALISM,49,F,Firearm,Other Crime,15,Yes,27-01-2022 05:00
16605,25-11-2021 12:00,11-22-2021 20:00,22-11-2021 20:37,Mumbai,389,SHOPLIFTING,45,F,Knife,Other Crime,14,Yes,14-02-2022 12:00
16606,23-11-2021 12:00,11-22-2021 21:00,23-11-2021 02:43,Delhi,208,ARSON,21,X,Explosives,Fire Accident,17,Yes,07-02-2022 12:00
16607,23-11-2021 15:00,11-22-2021 22:00,23-11-2021 18:08,Agra,167,SEXUAL ASSAULT,29,M,Poison,Violent Crime,10,Yes,18-03-2023 15:00
16608,25-11-2021 03:00,11-22-2021 23:00,23-11-2021 22:30,Mumbai,374,DOMESTIC VIOLENCE,27,F,Explosives,Violent Crime,18,Yes,12-01-2022 03:00
16609,25-11-2021 16:00,11-23-2021 00:00,23-11-2021 02:00,Thane,524,SEXUAL ASSAULT,78,F,Firearm,Violent Crime,7,Yes,13-11-2023 16:00
16612,24-11-2021 04:00,11-23-2021 03:00,23-11-2021 12:22,Kolkata,531,CYBERCRIME,72,M,Poison,Other Crime,8,Yes,25-12-2021 04:00
16615,25-11-2021 11:00,11-23-2021 06:00,24-11-2021 02:14,Ahmedabad,505,ROBBERY,29,X,Blunt Object,Violent Crime,13,Yes,16-01-2022 11:00
16616,23-11-2021 17:00,11-23-2021 07:00,24-11-2021 03:24,Delhi,350,ASSAULT,27,F,Firearm,Violent Crime,17,Yes,04-01-2022 17:00
16617,23-11-2021 19:00,11-23-2021 08:00,24-11-2021 05:31,Chennai,108,ARSON,73,X,Explosives,Fire Accident,2,Yes,03-02-2022 19:00
16620,26-11-2021 00:00,11-23-2021 11:00,23-11-2021 22:13,Chennai,592,ARSON,75,X,Firearm,Fire Accident,6,Yes,21-12-2021 00:00
16621,26-11-2021 02:00,11-23-2021 12:00,23-11-2021 21:45,Chennai,263,VEHICLE - STOLEN,15,M,Firearm,Violent Crime,10,Yes,25-01-2022 02:00
16622,25-11-2021 05:00,11-23-2021 13:00,23-11-2021 19:30,Hyderabad,141,HOMICIDE,32,X,Firearm,Other Crime,19,Yes,12-10-2022 05:00
16624,24-11-2021 17:00,11-23-2021 15:00,24-11-2021 09:24,Ludhiana,582,IDENTITY THEFT,50,X,Explosives,Violent Crime,10,Yes,09-12-2021 17:00
16625,23-11-2021 22:00,11-23-2021 16:00,24-11-2021 09:50,Kolkata,599,FIREARM OFFENSE,65,X,Blunt Object,Fire Accident,8,Yes,12-12-2021 22:00
16626,24-11-2021 17:00,11-23-2021 17:00,24-11-2021 14:13,Delhi,135,CYBERCRIME,36,F,Poison,Other Crime,6,Yes,16-01-2022 17:00
16628,25-11-2021 02:00,11-23-2021 19:00,24-11-2021 17:06,Chennai,467,DRUG OFFENSE,33,X,Explosives,Other Crime,3,Yes,02-01-2022 02:00
16629,25-11-2021 23:00,11-23-2021 20:00,24-11-2021 05:31,Vasai,456,PUBLIC INTOXICATION,16,X,Blunt Object,Other Crime,13,Yes,07-12-2021 23:00
16630,26-11-2021 17:00,11-23-2021 21:00,24-11-2021 16:53,Lucknow,363,DRUG OFFENSE,76,X,Poison,Other Crime,11,Yes,01-01-2022 17:00
16632,24-11-2021 02:00,11-23-2021 23:00,24-11-2021 13:00,Kolkata,552,FIREARM OFFENSE,44,F,Firearm,Fire Accident,7,Yes,21-12-2021 02:00
16634,26-11-2021 06:00,11-24-2021 01:00,24-11-2021 08:22,Kolkata,248,DRUG OFFENSE,38,F,Knife,Other Crime,19,Yes,19-12-2021 06:00
16636,25-11-2021 10:00,11-24-2021 03:00,24-11-2021 09:39,Delhi,372,FRAUD,65,F,Firearm,Other Crime,9,Yes,31-12-2021 10:00
16643,27-11-2021 02:00,11-24-2021 10:00,24-11-2021 13:09,Delhi,211,VANDALISM,52,X,Explosives,Other Crime,12,Yes,27-12-2021 02:00
16644,26-11-2021 22:00,11-24-2021 11:00,24-11-2021 16:37,Pune,230,IDENTITY THEFT,34,F,Explosives,Violent Crime,15,Yes,31-12-2021 22:00
16646,27-11-2021 08:00,11-24-2021 13:00,25-11-2021 04:30,Mumbai,512,COUNTERFEITING,52,X,Explosives,Other Crime,19,Yes,19-02-2022 08:00
16649,24-11-2021 23:00,11-24-2021 16:00,25-11-2021 07:03,Thane,178,ASSAULT,37,X,Knife,Violent Crime,4,Yes,09-01-2022 23:00
16652,26-11-2021 10:00,11-24-2021 19:00,25-11-2021 05:44,Kolkata,316,ARSON,65,F,Explosives,Fire Accident,12,Yes,10-01-2022 10:00
16657,26-11-2021 23:00,11-25-2021 00:00,25-11-2021 12:30,Delhi,585,DRUG OFFENSE,70,X,Poison,Other Crime,5,Yes,27-12-2021 23:00
16659,27-11-2021 23:00,11-25-2021 02:00,25-11-2021 21:41,Kolkata,589,BURGLARY,20,X,Poison,Other Crime,1,Yes,05-03-2022 23:00
16662,27-11-2021 14:00,11-25-2021 05:00,25-11-2021 08:07,Thane,528,KIDNAPPING,35,F,Poison,Other Crime,4,Yes,13-02-2022 14:00
16666,26-11-2021 12:00,11-25-2021 09:00,26-11-2021 07:35,Ahmedabad,118,ROBBERY,74,F,Knife,Violent Crime,8,Yes,18-02-2022 12:00
16667,25-11-2021 11:00,11-25-2021 10:00,25-11-2021 16:22,Delhi,563,FIREARM OFFENSE,14,F,Knife,Fire Accident,13,Yes,18-12-2021 11:00
16670,25-11-2021 23:00,11-25-2021 13:00,26-11-2021 06:33,Thane,556,CYBERCRIME,29,F,Poison,Other Crime,2,Yes,03-01-2022 23:00
16672,26-11-2021 01:00,11-25-2021 15:00,26-11-2021 04:51,Thane,331,ARSON,17,F,Other,Fire Accident,13,Yes,21-02-2022 01:00
16675,26-11-2021 15:00,11-25-2021 18:00,26-11-2021 09:13,Delhi,320,VANDALISM,70,F,Explosives,Other Crime,16,Yes,19-02-2022 15:00
16679,27-11-2021 14:00,11-25-2021 22:00,26-11-2021 01:33,Delhi,339,SEXUAL ASSAULT,29,F,Knife,Violent Crime,16,Yes,25-12-2022 14:00
16681,26-11-2021 19:00,11-26-2021 00:00,26-11-2021 11:36,Kanpur,227,EXTORTION,65,M,Other,Other Crime,5,Yes,27-01-2022 19:00
16682,27-11-2021 19:00,11-26-2021 01:00,26-11-2021 22:04,Surat,458,KIDNAPPING,64,M,Other,Other Crime,6,Yes,16-12-2021 19:00
16684,28-11-2021 00:00,11-26-2021 03:00,26-11-2021 22:35,Bangalore,413,DRUG OFFENSE,45,F,Firearm,Other Crime,18,Yes,23-12-2021 00:00
16687,27-11-2021 05:00,11-26-2021 06:00,26-11-2021 15:25,Lucknow,168,KIDNAPPING,54,M,Explosives,Other Crime,3,Yes,05-01-2022 05:00
16690,29-11-2021 03:00,11-26-2021 09:00,26-11-2021 10:41,Delhi,404,HOMICIDE,20,M,Poison,Other Crime,4,Yes,13-09-2023 03:00
16694,27-11-2021 04:00,11-26-2021 13:00,27-11-2021 10:02,Ghaziabad,384,TRAFFIC VIOLATION,44,M,Firearm,Traffic Fatality,7,Yes,03-12-2021 04:00
16695,28-11-2021 00:00,11-26-2021 14:00,27-11-2021 11:16,Bhopal,322,VANDALISM,36,M,Explosives,Other Crime,6,Yes,21-12-2021 00:00
16698,27-11-2021 23:00,11-26-2021 17:00,27-11-2021 09:09,Kolkata,197,BURGLARY,36,F,Explosives,Other Crime,9,Yes,12-01-2022 23:00
16699,28-11-2021 20:00,11-26-2021 18:00,27-11-2021 14:43,Bangalore,265,SEXUAL ASSAULT,53,M,Poison,Violent Crime,19,Yes,04-12-2022 20:00
16701,28-11-2021 23:00,11-26-2021 20:00,27-11-2021 17:07,Kolkata,209,SHOPLIFTING,39,M,Poison,Other Crime,15,Yes,06-02-2022 23:00
16707,28-11-2021 20:00,11-27-2021 02:00,27-11-2021 21:31,Jaipur,322,HOMICIDE,37,M,Poison,Other Crime,17,Yes,19-10-2023 20:00
16711,29-11-2021 14:00,11-27-2021 06:00,27-11-2021 21:18,Delhi,440,SEXUAL ASSAULT,57,X,Blunt Object,Violent Crime,7,Yes,09-04-2023 14:00
16718,27-11-2021 22:00,11-27-2021 13:00,28-11-2021 03:11,Mumbai,141,VANDALISM,77,M,Firearm,Other Crime,15,Yes,06-02-2022 22:00
16723,29-11-2021 11:00,11-27-2021 18:00,28-11-2021 13:22,Mumbai,381,FIREARM OFFENSE,68,F,Blunt Object,Fire Accident,17,Yes,20-01-2022 11:00
16724,28-11-2021 15:00,11-27-2021 19:00,28-11-2021 01:53,Mumbai,182,SHOPLIFTING,54,M,Firearm,Other Crime,4,Yes,10-02-2022 15:00
16725,29-11-2021 12:00,11-27-2021 20:00,28-11-2021 19:39,Bhopal,167,SHOPLIFTING,72,X,Knife,Other Crime,17,Yes,31-01-2022 12:00
16727,30-11-2021 14:00,11-27-2021 22:00,27-11-2021 22:31,Hyderabad,264,CYBERCRIME,36,M,Other,Other Crime,1,Yes,24-02-2022 14:00
16734,28-11-2021 17:00,11-28-2021 05:00,28-11-2021 08:34,Ahmedabad,224,COUNTERFEITING,77,F,Knife,Other Crime,12,Yes,01-01-2022 17:00
16742,30-11-2021 17:00,11-28-2021 13:00,28-11-2021 16:40,Kolkata,217,ARSON,37,X,Explosives,Fire Accident,15,Yes,29-01-2022 17:00
16743,29-11-2021 11:00,11-28-2021 14:00,28-11-2021 19:50,Kalyan,257,SHOPLIFTING,41,F,Poison,Other Crime,3,Yes,06-01-2022 11:00
16744,01-12-2021 04:00,11-28-2021 15:00,28-11-2021 20:59,Ahmedabad,319,COUNTERFEITING,64,F,Explosives,Other Crime,6,Yes,18-12-2021 04:00
16747,30-11-2021 12:00,11-28-2021 18:00,28-11-2021 18:50,Chennai,268,SEXUAL ASSAULT,34,X,Blunt Object,Violent Crime,7,Yes,14-06-2023 12:00
16749,30-11-2021 23:00,11-28-2021 20:00,28-11-2021 23:18,Jaipur,485,ASSAULT,40,X,Poison,Violent Crime,4,Yes,17-01-2022 23:00
16752,01-12-2021 12:00,11-28-2021 23:00,29-11-2021 14:56,Ahmedabad,243,TRAFFIC VIOLATION,60,F,Blunt Object,Traffic Fatality,6,Yes,03-12-2021 12:00
16753,30-11-2021 05:00,11-29-2021 00:00,29-11-2021 01:00,Delhi,571,PUBLIC INTOXICATION,12,M,Knife,Other Crime,18,Yes,18-12-2021 05:00
16755,01-12-2021 20:00,11-29-2021 02:00,29-11-2021 02:04,Faridabad,168,ILLEGAL POSSESSION,28,M,Explosives,Other Crime,14,Yes,31-01-2022 20:00
16757,30-11-2021 22:00,11-29-2021 04:00,29-11-2021 10:24,Delhi,471,KIDNAPPING,11,F,Explosives,Other Crime,15,Yes,25-02-2022 22:00
16758,29-11-2021 12:00,11-29-2021 05:00,30-11-2021 04:26,Pune,102,ILLEGAL POSSESSION,42,X,Explosives,Other Crime,9,Yes,11-01-2022 12:00
16759,30-11-2021 06:00,11-29-2021 06:00,30-11-2021 04:13,Kanpur,383,ILLEGAL POSSESSION,40,X,Explosives,Other Crime,10,Yes,14-02-2022 06:00
16761,30-11-2021 06:00,11-29-2021 08:00,29-11-2021 21:37,Kolkata,475,BURGLARY,14,X,Other,Other Crime,16,Yes,22-04-2022 06:00
16764,01-12-2021 09:00,11-29-2021 11:00,29-11-2021 23:55,Bangalore,342,KIDNAPPING,48,F,Knife,Other Crime,17,Yes,19-12-2021 09:00
16765,02-12-2021 08:00,11-29-2021 12:00,29-11-2021 18:23,Ahmedabad,335,ASSAULT,79,X,Other,Violent Crime,12,Yes,18-12-2021 08:00
16768,01-12-2021 04:00,11-29-2021 15:00,29-11-2021 15:30,Kolkata,328,DOMESTIC VIOLENCE,63,X,Firearm,Violent Crime,1,Yes,15-02-2022 04:00
16770,30-11-2021 18:00,11-29-2021 17:00,30-11-2021 07:57,Ahmedabad,192,EXTORTION,75,F,Other,Other Crime,6,Yes,07-12-2021 18:00
16778,30-11-2021 16:00,11-30-2021 01:00,30-11-2021 07:19,Delhi,582,KIDNAPPING,19,X,Knife,Other Crime,19,Yes,18-12-2021 16:00
16780,01-12-2021 10:00,11-30-2021 03:00,30-11-2021 10:34,Jaipur,269,ROBBERY,77,F,Knife,Violent Crime,10,Yes,27-01-2022 10:00
16781,30-11-2021 14:00,11-30-2021 04:00,01-12-2021 02:33,Lucknow,291,TRAFFIC VIOLATION,38,X,Knife,Traffic Fatality,3,Yes,29-12-2021 14:00
16782,03-12-2021 04:00,11-30-2021 05:00,30-11-2021 14:03,Kolkata,393,PUBLIC INTOXICATION,47,X,Other,Other Crime,13,Yes,16-12-2021 04:00
16786,03-12-2021 01:00,11-30-2021 09:00,01-12-2021 05:34,Hyderabad,552,DRUG OFFENSE,37,F,Other,Other Crime,10,Yes,02-01-2022 01:00
16791,02-12-2021 00:00,11-30-2021 14:00,30-11-2021 17:28,Pune,532,PUBLIC INTOXICATION,53,M,Poison,Other Crime,12,Yes,11-12-2021 00:00
16794,03-12-2021 02:00,11-30-2021 17:00,01-12-2021 14:24,Ahmedabad,333,ROBBERY,55,F,Firearm,Violent Crime,13,Yes,10-04-2022 02:00
16795,01-12-2021 18:00,11-30-2021 18:00,01-12-2021 08:54,Pune,135,ASSAULT,17,X,Other,Violent Crime,9,Yes,19-12-2021 18:00
16797,03-12-2021 18:00,11-30-2021 20:00,01-12-2021 07:30,Visakhapatnam,461,SEXUAL ASSAULT,23,X,Knife,Violent Crime,14,Yes,08-11-2023 18:00
16801,01-12-2021 11:00,12-01-2021 00:00,01-12-2021 16:16,Patna,394,FRAUD,57,M,Poison,Other Crime,6,Yes,23-12-2021 11:00
16803,02-12-2021 17:00,12-01-2021 02:00,01-12-2021 17:41,Kanpur,316,BURGLARY,47,X,Blunt Object,Other Crime,15,Yes,07-02-2022 17:00
16807,02-12-2021 00:00,12-01-2021 06:00,02-12-2021 05:07,Hyderabad,153,BURGLARY,64,X,Knife,Other Crime,1,Yes,21-03-2022 00:00
16811,04-12-2021 01:00,12-01-2021 10:00,01-12-2021 18:21,Chennai,192,ILLEGAL POSSESSION,43,F,Firearm,Other Crime,8,Yes,27-12-2021 01:00
16816,03-12-2021 14:00,12-01-2021 15:00,02-12-2021 03:54,Mumbai,427,PUBLIC INTOXICATION,57,F,Other,Other Crime,5,Yes,19-12-2021 14:00
16818,04-12-2021 15:00,12-01-2021 17:00,02-12-2021 09:41,Delhi,464,KIDNAPPING,52,F,Firearm,Other Crime,16,Yes,16-01-2022 15:00
16821,04-12-2021 12:00,12-01-2021 20:00,02-12-2021 11:35,Bangalore,496,CYBERCRIME,51,F,Other,Other Crime,9,Yes,18-01-2022 12:00
16825,03-12-2021 21:00,12-02-2021 00:00,02-12-2021 21:50,Delhi,559,COUNTERFEITING,64,M,Firearm,Other Crime,6,Yes,31-01-2022 21:00
16827,02-12-2021 20:00,12-02-2021 02:00,02-12-2021 12:54,Mumbai,224,FRAUD,42,M,Explosives,Other Crime,3,Yes,10-02-2022 20:00
16830,04-12-2021 09:00,12-02-2021 05:00,02-12-2021 13:15,Agra,273,EXTORTION,58,M,Poison,Other Crime,6,Yes,05-01-2022 09:00
16831,04-12-2021 00:00,12-02-2021 06:00,03-12-2021 05:23,Jaipur,543,FRAUD,66,F,Poison,Other Crime,19,Yes,11-02-2022 00:00
16832,02-12-2021 23:00,12-02-2021 07:00,02-12-2021 16:55,Ludhiana,215,EXTORTION,16,X,Explosives,Other Crime,10,Yes,06-02-2022 23:00
16833,03-12-2021 07:00,12-02-2021 08:00,02-12-2021 18:21,Pune,281,DRUG OFFENSE,76,X,Firearm,Other Crime,18,Yes,07-02-2022 07:00
16834,05-12-2021 05:00,12-02-2021 09:00,02-12-2021 09:00,Nagpur,228,ILLEGAL POSSESSION,38,X,Poison,Other Crime,8,Yes,15-01-2022 05:00
16835,05-12-2021 04:00,12-02-2021 10:00,03-12-2021 04:02,Kolkata,351,COUNTERFEITING,53,F,Explosives,Other Crime,13,Yes,22-12-2021 04:00
16836,02-12-2021 14:00,12-02-2021 11:00,03-12-2021 02:15,Delhi,169,IDENTITY THEFT,19,M,Poison,Violent Crime,11,Yes,24-01-2022 14:00
16844,04-12-2021 02:00,12-02-2021 19:00,03-12-2021 05:41,Pune,437,SEXUAL ASSAULT,18,X,Poison,Violent Crime,14,Yes,28-10-2022 02:00
16845,03-12-2021 16:00,12-02-2021 20:00,03-12-2021 18:20,Kanpur,315,DOMESTIC VIOLENCE,15,M,Blunt Object,Violent Crime,16,Yes,13-12-2021 16:00
16846,04-12-2021 00:00,12-02-2021 21:00,02-12-2021 21:31,Surat,232,FIREARM OFFENSE,31,F,Knife,Fire Accident,16,Yes,22-01-2022 00:00
16847,05-12-2021 04:00,12-02-2021 22:00,03-12-2021 18:30,Visakhapatnam,192,VEHICLE - STOLEN,68,M,Knife,Violent Crime,13,Yes,23-12-2021 04:00
16849,05-12-2021 01:00,12-03-2021 00:00,03-12-2021 14:16,Agra,436,ILLEGAL POSSESSION,42,F,Knife,Other Crime,14,Yes,20-01-2022 01:00
16850,04-12-2021 21:00,12-03-2021 01:00,03-12-2021 23:19,Bangalore,183,FRAUD,57,M,Knife,Other Crime,7,Yes,09-02-2022 21:00
16851,04-12-2021 12:00,12-03-2021 02:00,04-12-2021 00:52,Bangalore,241,FRAUD,19,M,Blunt Object,Other Crime,7,Yes,11-12-2021 12:00
16852,04-12-2021 15:00,12-03-2021 03:00,03-12-2021 16:41,Chennai,254,SEXUAL ASSAULT,40,F,Poison,Violent Crime,10,Yes,22-07-2022 15:00
16859,05-12-2021 20:00,12-03-2021 10:00,03-12-2021 20:59,Chennai,483,BURGLARY,58,F,Firearm,Other Crime,8,Yes,10-04-2022 20:00
16860,05-12-2021 22:00,12-03-2021 11:00,03-12-2021 21:21,Pune,344,DRUG OFFENSE,52,F,Explosives,Other Crime,17,Yes,19-01-2022 22:00
16862,05-12-2021 13:00,12-03-2021 13:00,03-12-2021 15:11,Delhi,595,EXTORTION,73,X,Other,Other Crime,17,Yes,18-02-2022 13:00
16865,05-12-2021 04:00,12-03-2021 16:00,04-12-2021 10:25,Delhi,591,KIDNAPPING,66,F,Other,Other Crime,7,Yes,25-12-2021 04:00
16870,05-12-2021 08:00,12-03-2021 21:00,04-12-2021 15:30,Kolkata,290,CYBERCRIME,74,M,Poison,Other Crime,4,Yes,28-02-2022 08:00
16873,04-12-2021 18:00,12-04-2021 00:00,04-12-2021 00:25,Mumbai,250,EXTORTION,27,M,Poison,Other Crime,1,Yes,21-01-2022 18:00
16874,04-12-2021 13:00,12-04-2021 01:00,04-12-2021 20:57,Ghaziabad,417,ARSON,74,M,Other,Fire Accident,13,Yes,17-02-2022 13:00
